,category,text
301,SERVICE#POSITIVE,"I'm not going to each and ever food because everything was truly great but its the little things about the place that all add up to excellence in the end, not to mention my waitress was very generous with my drinks always making sure I had a full glass and some to-go as well!"
302,SERVICE#POSITIVE,"Even the staff were super friendly, making small talks with you while they're putting the food out onto the plates."
303,SERVICE#POSITIVE,The service was attentive.
304,SERVICE#POSITIVE,Service both times were great.
305,SERVICE#POSITIVE,They also gave us these little rubber things for your fingers to protect them when you grab hot dishes.
306,SERVICE#POSITIVE,The food and service was excellent!
307,SERVICE#POSITIVE,We went early during dinner service (5:30-ish on Tuesday) and found no line and a barely occupied dining room.
308,SERVICE#POSITIVE,Thank you to Chef Saipan Chutima for coming to Las Vegas to share such soulful food with our city's growing culture.
309,SERVICE#POSITIVE,The place is good with beautiful waitresses and the food is amazing!
310,SERVICE#POSITIVE,We asked the server for recommendations and honestly his choices were our favorites by far!
311,SERVICE#POSITIVE,"Great food, fun atmosphere, and excellent service."
312,SERVICE#POSITIVE,"Overall, awesome service, impeccable food and good times = A+++ from this guy 

Happy Eats!"
313,SERVICE#POSITIVE,She was patient and checked on the table just enough to give great service.
314,SERVICE#POSITIVE,The food and the service was excellent.
315,SERVICE#POSITIVE,"Service was top notch; staff all friendly, thoughtful,  knowledgable, and made excellent suggestions."
316,SERVICE#POSITIVE,"The food is wonderful, and the service lovely."
317,SERVICE#POSITIVE,The staff was extremely friendly and responsive.
318,SERVICE#POSITIVE,"Matt if you're reading this, we want you to know that we think you're a great asset to this restaurant and we can't thank you enough for the excellent customer service, we will be coming back in hopes we have you as our server again!"
319,SERVICE#POSITIVE,"Very clean, tons of options, nice staff."
320,SERVICE#POSITIVE,"About the service, I think it is excellent."
321,SERVICE#POSITIVE,Service wasn't slow.
322,SERVICE#POSITIVE,Service is good too.
323,SERVICE#POSITIVE,"The combination of great service, fun environment, and great food that is unique leads me to say that's BurGR deserves 5 STARS!!!!"
324,SERVICE#POSITIVE,Both service and food were excellent.
325,SERVICE#POSITIVE,The steaks were perfect and the service was also perfect.
326,SERVICE#POSITIVE,Our server was apologetic and kind.
327,SERVICE#POSITIVE,Pros: all the staff were amazing and so attentive even though they were working in such a hectic and crowded environment.
328,SERVICE#POSITIVE,"Good spread, great service (our coffee was refilled multiple times without request) and pretty good selection."
329,SERVICE#POSITIVE,"At the seafood station, the crab legs server was in an especially good mood, he was very friendly to all of the guests."
330,SERVICE#POSITIVE,"In both cases, service was prompt, friendly and seemed effortless."
331,SERVICE#POSITIVE,The staff is very friendly and extremely knowledgable.
332,SERVICE#POSITIVE,"The food, staff, and atmosphere are unmatched anywhere in Vegas and truly reminded me of being in Paris FR."
333,SERVICE#POSITIVE,Our drinks were filled constantly.
334,SERVICE#POSITIVE,"Awesome place, portions were huge (which is their selling point) and awesome service."
335,SERVICE#POSITIVE,"Service was good, food was good, if it was not in Vegas it would not be as packed."
336,SERVICE#POSITIVE,"We ate here on the 23th and our server Jon was great, he gave some great infoe on different things on the menu we wanted to order."
337,SERVICE#POSITIVE,"I felt the food was kept fresh and replenished often, I enjoyed seeing the staff behind the food as I could ask questions, get recommendations etc... One of the things I liked best was the small size of certain dishes - enough for a bite or two which encouraged me to try lots of things I may not have tasted otherwise."
338,SERVICE#POSITIVE,"Great food, service, and best people watching!"
339,SERVICE#POSITIVE,The service was also marvelous.
340,SERVICE#POSITIVE,"Good service, ok food, and nice desserts."
341,SERVICE#POSITIVE,Our server was attentive and picked up dishes and refilled drinks.
342,SERVICE#POSITIVE,Our waitress consistently came back and made sure we were good.
343,SERVICE#POSITIVE,We thought that was fabulous because buffet lines in Vegas are ridiculously long.
344,SERVICE#POSITIVE,"We had a large party, but the service great."
345,SERVICE#POSITIVE,Service: 4\/5.
346,SERVICE#POSITIVE,"Service was great, the wait wasn't too long (15 minutes)."
347,SERVICE#POSITIVE,The presentation was awesome and good service in all stations.
348,SERVICE#POSITIVE,"Granted, I'm always expecting treatment at Asian restaurants to be one notch above the brutality that American POW's experienced by the Japanese during the Bataan Death March...  but illustrative of Thailand's ""Land of Smiles"" moniker, the servers were gracious, friendly and efficient."
349,SERVICE#POSITIVE,"I can handle spicy food, but they warned us that 3 or 4 packed a lot of heat."
350,SERVICE#POSITIVE,"The atmosphere was absolutely amazing, and the waiters attentive but not in a way that ever bothers you."
351,SERVICE#POSITIVE,They have great charisma which just adds to the overall appealing vibe of this buffet.
352,SERVICE#POSITIVE,This place is such a nice treat of great service and French ambience after a long day of work.
353,SERVICE#POSITIVE,"You tell the lady what you want and in less than five minutes, she hands you a piping hot bowl of noodle soup."
354,SERVICE#POSITIVE,"Good food, good service and a lot of fun."
355,SERVICE#POSITIVE,Food comes quick!
356,SERVICE#POSITIVE,"lotus is the best, great food and service - proves quality will always will over location"
357,SERVICE#POSITIVE,Our server Elvia was nice and attentive.
358,SERVICE#POSITIVE,"All in all, the atmosphere, staff and views from this restaurant are second to none."
359,SERVICE#POSITIVE,"it wasnt an asian buffet so i totally get why..

and the service was greeat

Totally worth the wait !"
360,SERVICE#POSITIVE,"Huge portions, good service, prices were reasonable, but the food was nothing special."
361,SERVICE#POSITIVE,"FOOD - 3 stars...quantity makes way for a relative mediocrity
AMBIANCE - 3 stars...something of a pig trough in an Italian villa
SERVICE - 4 stars...they keep those dishes moving
TOTAL - 3 stars...accommodates our worst excesses...but at least for a fixed price"
362,SERVICE#POSITIVE,The food came out at a good pace.
363,SERVICE#POSITIVE,"The line was long when we got here mid-afternoon, but it was moving at a decent pace."
364,SERVICE#POSITIVE,Our server was friendly and quick with service.
365,SERVICE#POSITIVE,The seating inside was right away so we had no choice but to sit inside to catch breakfast.
366,SERVICE#POSITIVE,"Point of note, if the server warns you twice about how hot something is, take the advice."
367,SERVICE#POSITIVE,"you can also drive 15 minutes off the strip to a much lovelier location, had the Benedict at both and found them of an equally delicious nature, and the service and ambiance were excellent in both locations too."
368,SERVICE#POSITIVE,"Wonderful wine list (lots of german whites, a perfect foil for spicy Thai cuisine), great service, pleasant atmosphere."
369,SERVICE#POSITIVE,"Earl's might seem overwhelming when you approach them and see the long lines of people and realize it's open seating... but as you'll soon be able to notice, the lines go by really quick and people are constantly leaving so a table won't be hard to get!"
370,SERVICE#POSITIVE,"I thought this place was a lot of fun, I thought the decor was awesome and I really enjoyed the service, it was very comfortable and professional without being stuckup."
371,SERVICE#POSITIVE,"(Although he still smiles when he thinks of how bacon is INSIDE the waffles)

In the true spirit of Hash House, we washed down as much of our entrees as we could handle with a brown bagged 25 ounce can of the King of Beers and even walked out with those in hand after we paid our server, who did a really good job throughout our visit despite being really busy."
372,SERVICE#POSITIVE,"Pros:
Great variety
Good desert section
Excellent service (+Very friendly staff!)"
373,SERVICE#POSITIVE,I highly recommend this restaurant not only for the food but also for the great service and great price!
374,SERVICE#POSITIVE,First place we ate when we got to Vegas - place was busy even on a Tuesday night but our waiter never let us feel neglected.
375,SERVICE#POSITIVE,It was really  great personal service that we didn't really expect from a buffet - but I would definitely come back for the service and the food.
376,SERVICE#POSITIVE,We had great service and great food in ridiculous portions (luckily I saw some plates so shared a main).
377,SERVICE#POSITIVE,Great food and decent service.
378,SERVICE#POSITIVE,"The service was good, but that's about it"
379,SERVICE#POSITIVE,"On a side note, the eye candy is splendid lol 

The food:

Onion Soup Au Gratin- I really liked their onion soup, it is one of their most popular items and it should be ordered."
380,SERVICE#POSITIVE,Decent line that moved quickly.
381,SERVICE#POSITIVE,Service was very attentive with continuous refills and empty plates whisked away quickly.
382,SERVICE#POSITIVE,She even suggested that each couple could split a meal and there would be plenty of food to spare.
383,SERVICE#POSITIVE,"His knowledge of the menu is beyond compare, making your dining experience customized and one of a kind!"
384,SERVICE#POSITIVE,And the service is friendly and efficient.
